"Code postal","Localité","Sous-commune","Commune Principale","Province"
1474,"Ways","Oui","Genappe","Brabant Wallon"
1476,"Houtain-le-Val","Oui","Genappe","Brabant Wallon"
3600,"Genk","Non","Genk","Limbourg"
9000,"Gent","Non","Gent","Flandre Orientale"
9030,"Mariakerke","Oui","Gent","Flandre Orientale"
9031,"Drongen","Oui","Gent","Flandre Orientale"
9032,"Wondelgem","Oui","Gent","Flandre Orientale"
9040,"Sint-Amandsberg","Oui","Gent","Flandre Orientale"
9041,"Oostakker","Oui","Gent","Flandre Orientale"
9042,"Desteldonk","Oui","Gent","Flandre Orientale"
9042,"Mendonk","Oui","Gent","Flandre Orientale"
9042,"Sint-Kruis-Winkel","Oui","Gent","Flandre Orientale"
9050,"Gentbrugge","Oui","Gent","Flandre Orientale"
9050,"Ledeberg","Oui","Gent","Flandre Orientale"
9051,"Afsnee","Oui","Gent","Flandre Orientale"
9051,"Sint-Denijs-Westrem","Oui","Gent","Flandre Orientale"
9052,"Zwijnaarde","Oui","Gent","Flandre Orientale"
9099,"Gent X",,"Gent X",
9500,"Geraardsbergen","Non","Geraardsbergen","Flandre Orientale"
9500,"Goeferdinge","Oui","Geraardsbergen","Flandre Orientale"
9500,"Moerbeke","Oui","Geraardsbergen","Flandre Orientale"
9500,"Nederboelare","Oui","Geraardsbergen","Flandre Orientale"
9500,"Onkerzele","Oui","Geraardsbergen","Flandre Orientale"
9500,"Ophasselt","Oui","Geraardsbergen","Flandre Orientale"
9500,"Overboelare","Oui","Geraardsbergen","Flandre Orientale"
9500,"Viane","Oui","Geraardsbergen","Flandre Orientale"
9500,"Zarlardinge","Oui","Geraardsbergen","Flandre Orientale"
9506,"Grimminge","Oui","Geraardsbergen","Flandre Orientale"
9506,"Idegem","Oui","Geraardsbergen","Flandre Orientale"
9506,"Nieuwenhove","Oui","Geraardsbergen","Flandre Orientale"
9506,"Schendelbeke","Oui","Geraardsbergen","Flandre Orientale"
9506,"Smeerebbe-Vloerzegem","Oui","Geraardsbergen","Flandre Orientale"
9506,"Waarbeke","Oui","Geraardsbergen","Flandre Orientale"
9506,"Zandbergen","Oui","Geraardsbergen","Flandre Orientale"
6280,"Gerpinnes","Non","Gerpinnes","Hainaut"
6280,"Acoz","Oui","Gerpinnes","Hainaut"
6280,"Gougnies","Oui","Gerpinnes","Hainaut"
6280,"Joncret","Oui","Gerpinnes","Hainaut"
6280,"Loverval","Oui","Gerpinnes","Hainaut"
6280,"Villers-Poterie","Oui","Gerpinnes","Hainaut"
5340,"Gesves","Non","Gesves","Namur"
5340,"Faulx-les-Tombes","Oui","Gesves","Namur"
5340,"Haltinne","Oui","Gesves","Namur"
5340,"Mozet","Oui","Gesves","Namur"
5340,"Sorée","Oui","Gesves","Namur"
3890,"Gingelom","Non","Gingelom","Limbourg"
3890,"Boekhout","Oui","Gingelom","Limbourg"
3890,"Jeuk","Oui","Gingelom","Limbourg"
3890,"Kortijs","Oui","Gingelom","Limbourg"
3890,"Montenaken","Oui","Gingelom","Limbourg"
3890,"Niel-bij-Sint-Truiden","Oui","Gingelom","Limbourg"
3890,"Vorsen","Oui","Gingelom","Limbourg"
3891,"Borlo","Oui","Gingelom","Limbourg"
3891,"Buvingen","Oui","Gingelom","Limbourg"
3891,"Mielen-boven-Aalst","Oui","Gingelom","Limbourg"
3891,"Muizen","Oui","Gingelom","Limbourg"
8470,"Gistel","Non","Gistel","Flandre Occidentale"
8470,"Moere","Oui","Gistel","Flandre Occidentale"
8470,"Snaaskerke","Oui","Gistel","Flandre Occidentale"
8470,"Zevekote","Oui","Gistel","Flandre Occidentale"
3380,"Glabbeek","Non","Glabbeek","Brabant Flamand"
3380,"Bunsbeek","Oui","Glabbeek","Brabant Flamand"
3381,"Kapellen","Oui","Glabbeek","Brabant Flamand"
3384,"Attenrode","Oui","Glabbeek","Brabant Flamand"
1755,"Gooik","Non","Gooik","Brabant Flamand"
1755,"Kester","Oui","Gooik","Brabant Flamand"
1755,"Leerbeek","Oui","Gooik","Brabant Flamand"
1755,"Oetingen","Oui","Gooik","Brabant Flamand"
6670,"Gouvy","Non","Gouvy","Luxembourg"
6670,"Limerlé","Oui","Gouvy","Luxembourg"
6671,"Bovigny","Oui","Gouvy","Luxembourg"
6672,"Beho","Oui","Gouvy","Luxembourg"
6673,"Cherain","Oui","Gouvy","Luxembourg"
6674,"Montleban","Oui","Gouvy","Luxembourg"
4460,"Grâce-Hollogne","Non","Grâce-Hollogne","Liege"
4460,"Bierset","Oui","Grâce-Hollogne","Liege"
4460,"Grâce-Berleur","Oui","Grâce-Hollogne","Liege"
4460,"Hollogne-aux-Pierres","Oui","Grâce-Hollogne","Liege"
4460,"Horion-Hozémont","Oui","Grâce-Hollogne","Liege"
4460,"Velroux","Oui","Grâce-Hollogne","Liege"
1390,"Grez-Doiceau","Non","Grez-Doiceau","Brabant Wallon"
1390,"Archennes","Oui","Grez-Doiceau","Brabant Wallon"
1390,"Biez","Oui","Grez-Doiceau","Brabant Wallon"
1390,"Bossut-Gottechain","Oui","Grez-Doiceau","Brabant Wallon"
1390,"Nethen","Oui","Grez-Doiceau","Brabant Wallon"
1850,"Grimbergen","Non","Grimbergen","Brabant Flamand"
1851,"Humbeek","Oui","Grimbergen","Brabant Flamand"
1852,"Beigem","Oui","Grimbergen","Brabant Flamand"
1853,"Strombeek-Bever","Oui","Grimbergen","Brabant Flamand"
2280,"Grobbendonk","Non","Grobbendonk","Anvers"
2288,"Bouwel","Oui","Grobbendonk","Anvers"
3150,"Haacht","Non","Haacht","Brabant Flamand"
3150,"Tildonk","Oui","Haacht","Brabant Flamand"
3150,"Wespelaar","Oui","Haacht","Brabant Flamand"
9450,"Haaltert","Non","Haaltert","Flandre Orientale"
9450,"Denderhoutem","Oui","Haaltert","Flandre Orientale"
9450,"Heldergem","Oui","Haaltert","Flandre Orientale"
9451,"Kerksken","Oui","Haaltert","Flandre Orientale"
6720,"Habay-la-Neuve","Oui","Habay","Luxembourg"
6720,"Hachy","Oui","Habay","Luxembourg"
6721,"Anlier","Oui","Habay","Luxembourg"
6723,"Habay-la-Vieille","Oui","Habay","Luxembourg"
6724,"Houdemont","Oui","Habay","Luxembourg"
6724,"Rulles","Oui","Habay","Luxembourg"
3545,"Halen","Non","Halen","Limbourg"
3545,"Loksbergen","Oui","Halen","Limbourg"
3545,"Zelem","Oui","Halen","Limbourg"
1500,"Halle","Non","Halle","Brabant Flamand"
1501,"Buizingen","Oui","Halle","Brabant Flamand"
1502,"Lembeek","Oui","Halle","Brabant Flamand"
3945,"Kwaadmechelen","Oui","Ham","Limbourg"
3945,"Oostham","Oui","Ham","Limbourg"
6120,"Ham-sur-Heure","Non","Ham-Sur-Heure","Hainaut"
6120,"Cour-sur-Heure","Oui","Ham-Sur-Heure","Hainaut"
6120,"Jamioulx","Oui","Ham-Sur-Heure","Hainaut"
6120,"Marbaix","Oui","Ham-Sur-Heure","Hainaut"
6120,"Nalinnes","Oui","Ham-Sur-Heure","Hainaut"
9220,"Hamme","Non","Hamme","Flandre Orientale"
9220,"Moerzeke","Oui","Hamme","Flandre Orientale"
4180,"Hamoir","Non","Hamoir","Liege"
4180,"Comblain-Fairon","Oui","Hamoir","Liege"
4180,"Comblain-la-Tour","Oui","Hamoir","Liege"
4181,"Filot","Oui","Hamoir","Liege"
5360,"Hamois","Non","Hamois","Namur"
5360,"Natoye","Oui","Hamois","Namur"
5361,"Mohiville","Oui","Hamois","Namur"
5361,"Scy","Oui","Hamois","Namur"
5362,"Achet","Oui","Hamois","Namur"
5363,"Emptinne","Oui","Hamois","Namur"
5364,"Schaltin","Oui","Hamois","Namur"
3930,"Achel","Oui","Hamont-Achel","Limbourg"
3930,"Hamont","Oui","Hamont-Achel","Limbourg"
4280,"Hannut","Non","Hannut","Liege"
4280,"Abolens","Oui","Hannut","Liege"
4280,"Avernas-le-Bauduin","Oui","Hannut","Liege"
4280,"Avin","Oui","Hannut","Liege"
4280,"Bertrée","Oui","Hannut","Liege"
4280,"Blehen","Oui","Hannut","Liege"
4280,"Cras-Avernas","Oui","Hannut","Liege"
4280,"Crehen","Oui","Hannut","Liege"
4280,"Grand-Hallet","Oui","Hannut","Liege"
4280,"Lens-Saint-Remy","Oui","Hannut","Liege"
4280,"Merdorp","Oui","Hannut","Liege"
4280,"Moxhe","Oui","Hannut","Liege"
4280,"Petit-Hallet","Oui","Hannut","Liege"
4280,"Poucet","Oui","Hannut","Liege"
4280,"Thisnes","Oui","Hannut","Liege"
4280,"Trognée","Oui","Hannut","Liege"
4280,"Villers-le-Peuplier","Oui","Hannut","Liege"
4280,"Wansin","Oui","Hannut","Liege"
8530,"Harelbeke","Non","Harelbeke","Flandre Occidentale"
8531,"Bavikhove","Oui","Harelbeke","Flandre Occidentale"
8531,"Hulste","Oui","Harelbeke","Flandre Occidentale"
3500,"Hasselt","Non","Hasselt","Limbourg"
3500,"Sint-Lambrechts-Herk","Oui","Hasselt","Limbourg"
3501,"Wimmertingen","Oui","Hasselt","Limbourg"
3510,"Kermt","Oui","Hasselt","Limbourg"
3510,"Spalbeek","Oui","Hasselt","Limbourg"
3511,"Kuringen","Oui","Hasselt","Limbourg"
3511,"Stokrooie","Oui","Hasselt","Limbourg"
3512,"Stevoort","Oui","Hasselt","Limbourg"
5540,"Hastière-Lavaux","Oui","Hastière","Namur"
5540,"Hermeton-sur-Meuse","Oui","Hastière","Namur"
5540,"Waulsort","Oui","Hastière","Namur"
5541,"Hastière-par-Delà","Oui","Hastière","Namur"
5542,"Blaimont","Oui","Hastière","Namur"
5543,"Heer","Oui","Hastière","Namur"
5544,"Agimont","Oui","Hastière","Namur"
5370,"Havelange","Non","Havelange","Namur"
5370,"Barvaux-Condroz","Oui","Havelange","Namur"
5370,"Flostoy","Oui","Havelange","Namur"
5370,"Jeneffe","Oui","Havelange","Namur"
5370,"Porcheresse","Oui","Havelange","Namur"
5370,"Verlée","Oui","Havelange","Namur"
5372,"Méan","Oui","Havelange","Namur"
5374,"Maffe","Oui","Havelange","Namur"
5376,"Miécret","Oui","Havelange","Namur"
3940,"Hechtel","Oui","Hechtel-Eksel","Limbourg"
3941,"Eksel","Oui","Hechtel-Eksel","Limbourg"
3870,"Heers","Non","Heers","Limbourg"
3870,"Batsheers","Oui","Heers","Limbourg"
3870,"Bovelingen","Oui","Heers","Limbourg"
3870,"Gutshoven","Oui","Heers","Limbourg"
3870,"Heks","Oui","Heers","Limbourg"
3870,"Horpmaal","Oui","Heers","Limbourg"
3870,"Klein-Gelmen","Oui","Heers","Limbourg"
3870,"Mechelen-Bovelingen","Oui","Heers","Limbourg"
3870,"Mettekoven","Oui","Heers","Limbourg"
3870,"Opheers","Oui","Heers","Limbourg"
3870,"Rukkelingen-Loon","Oui","Heers","Limbourg"
3870,"Vechmaal","Oui","Heers","Limbourg"
3870,"Veulen","Oui","Heers","Limbourg"
2220,"Heist-op-den-Berg","Non","Heist-Op-Den-Berg","Anvers"
2220,"Hallaar","Oui","Heist-Op-Den-Berg","Anvers"
2221,"Booischot","Oui","Heist-Op-Den-Berg","Anvers"
2222,"Itegem","Oui","Heist-Op-Den-Berg","Anvers"
2222,"Wiekevorst","Oui","Heist-Op-Den-Berg","Anvers"
2223,"Schriek","Oui","Heist-Op-Den-Berg","Anvers"
1357,"Linsmeau","Oui","Hélécine","Brabant Wallon"
1357,"Neerheylissem","Oui","Hélécine","Brabant Wallon"
1357,"Opheylissem","Oui","Hélécine","Brabant Wallon"
2620,"Hemiksem","Non","Hemiksem","Anvers"
7350,"Hensies","Non","Hensies","Hainaut"
7350,"Hainin","Oui","Hensies","Hainaut"
7350,"Montrul-sur-Haine","Oui","Hensies","Hainaut"
7350,"Thulin","Oui","Hensies","Hainaut"
6887,"Herbeumont","Non","Herbeumont","Luxembourg"
6887,"Saint-Médard","Oui","Herbeumont","Luxembourg"
6887,"Straimont","Oui","Herbeumont","Luxembourg"
3020,"Herent","Non","Herent","Brabant Flamand"
3020,"Veltem-Beisem","Oui","Herent","Brabant Flamand"
3020,"Winksele","Oui","Herent","Brabant Flamand"
2200,"Herentals","Non","Herentals","Anvers"
2200,"Morkhoven","Oui","Herentals","Anvers"
2200,"Noorderwijk","Oui","Herentals","Anvers"
2270,"Herenthout","Non","Herenthout","Anvers"
3540,"Herk-de-Stad","Non","Herk-De-Stad","Limbourg"
3540,"Berbroek","Oui","Herk-De-Stad","Limbourg"
3540,"Donk","Oui","Herk-De-Stad","Limbourg"
3540,"Schulen","Oui","Herk-De-Stad","Limbourg"
1540,"Herne","Non","Herne","Brabant Flamand"
1540,"Herfelingen","Oui","Herne","Brabant Flamand"
1541,"Sint-Pieters-Kapelle","Oui","Herne","Brabant Flamand"
4217,"Héron","Non","Héron","Liege"
4217,"Lavoir","Oui","Héron","Liege"
4217,"Waret-l'Évêque","Oui","Héron","Liege"
4218,"Couthuin","Oui","Héron","Liege"
2230,"Herselt","Non","Herselt","Anvers"
2230,"Ramsel","Oui","Herselt","Anvers"
4040,"Herstal","Non","Herstal","Liege"
4041,"Milmort","Oui","Herstal","Liege"
4041,"Vottem","Oui","Herstal","Liege"
4042,"Liers","Oui","Herstal","Liege"
3717,"Herstappe","Non","Herstappe","Limbourg"
4650,"Herve","Non","Herve","Liege"
4650,"Chaineux","Oui","Herve","Liege"
4650,"Grand-Rechain","Oui","Herve","Liege"
4650,"Julémont","Oui","Herve","Liege"
4651,"Battice","Oui","Herve","Liege"
4652,"Xhendelesse","Oui","Herve","Liege"
4653,"Bolland","Oui","Herve","Liege"
4654,"Charneux","Oui","Herve","Liege"
9550,"Herzele","Non","Herzele","Flandre Orientale"
9550,"Hillegem","Oui","Herzele","Flandre Orientale"
9550,"Sint-Antelinks","Oui","Herzele","Flandre Orientale"
9550,"Sint-Lievens-Esse","Oui","Herzele","Flandre Orientale"
9550,"Steenhuize-Wijnhuize","Oui","Herzele","Flandre Orientale"
9550,"Woubrechtegem","Oui","Herzele","Flandre Orientale"
9551,"Ressegem","Oui","Herzele","Flandre Orientale"
9552,"Borsbeke","Oui","Herzele","Flandre Orientale"
3550,"Heusden-Zolder","Non","Heusden-Zolder","Limbourg"
3550,"Heusden","Oui","Heusden-Zolder","Limbourg"
3550,"Zolder","Oui","Heusden-Zolder","Limbourg"
8950,"Nieuwkerke","Oui","Heuvelland","Flandre Occidentale"
8951,"Dranouter","Oui","Heuvelland","Flandre Occidentale"
8952,"Wulvergem","Oui","Heuvelland","Flandre Occidentale"
8953,"Wijtschate","Oui","Heuvelland","Flandre Occidentale"
8954,"Westouter","Oui","Heuvelland","Flandre Occidentale"
8956,"Kemmel","Oui","Heuvelland","Flandre Occidentale"
8958,"Loker","Oui","Heuvelland","Flandre Occidentale"
1733,"HighCo DATA",,"Highco Data",
3320,"Hoegaarden","Non","Hoegaarden","Brabant Flamand"
3320,"Meldert","Oui","Hoegaarden","Brabant Flamand"
3321,"Outgaarden","Oui","Hoegaarden","Brabant Flamand"
1560,"Hoeilaart","Non","Hoeilaart","Brabant Flamand"
3730,"Hoeselt","Non","Hoeselt","Limbourg"
3730,"Romershoven","Oui","Hoeselt","Limbourg"
3730,"Sint-Huibrechts-Hern","Oui","Hoeselt","Limbourg"
3730,"Werm","Oui","Hoeselt","Limbourg"
3732,"Schalkhoven","Oui","Hoeselt","Limbourg"
3220,"Holsbeek","Non","Holsbeek","Brabant Flamand"
3220,"Kortrijk-Dutsel","Oui","Holsbeek","Brabant Flamand"
3220,"Sint-Pieters-Rode","Oui","Holsbeek","Brabant Flamand"
3221,"Nieuwrode","Oui","Holsbeek","Brabant Flamand"
7387,"Angre","Oui","Honnelles","Hainaut"
7387,"Angreau","Oui","Honnelles","Hainaut"
7387,"Athis","Oui","Honnelles","Hainaut"
7387,"Autreppe","Oui","Honnelles","Hainaut"
7387,"Erquennes","Oui","Honnelles","Hainaut"
7387,"Fayt-le-Franc","Oui","Honnelles","Hainaut"
7387,"Marchipont","Oui","Honnelles","Hainaut"
7387,"Montignies-sur-Roc","Oui","Honnelles","Hainaut"
7387,"Onnezies","Oui","Honnelles","Hainaut"
7387,"Roisin","Oui","Honnelles","Hainaut"
8830,"Hooglede","Non","Hooglede","Flandre Occidentale"
8830,"Gits","Oui","Hooglede","Flandre Occidentale"
2320,"Hoogstraten","Non","Hoogstraten","Anvers"
2321,"Meer","Oui","Hoogstraten","Anvers"
2322,"Minderhout","Oui","Hoogstraten","Anvers"
2323,"Wortel","Oui","Hoogstraten","Anvers"
2328,"Meerle","Oui","Hoogstraten","Anvers"
9667,"Sint-Kornelis-Horebeke","Oui","Horebeke","Flandre Orientale"
9667,"Sint-Maria-Horebeke","Oui","Horebeke","Flandre Orientale"
6990,"Hotton","Non","Hotton","Luxembourg"
6990,"Fronville","Oui","Hotton","Luxembourg"
6990,"Hampteau","Oui","Hotton","Luxembourg"
6990,"Marenne","Oui","Hotton","Luxembourg"
6660,"Houffalize","Non","Houffalize","Luxembourg"
6660,"Nadrin","Oui","Houffalize","Luxembourg"
6661,"Mont","Oui","Houffalize","Luxembourg"
6661,"Tailles","Oui","Houffalize","Luxembourg"
6662,"Tavigny","Oui","Houffalize","Luxembourg"
6663,"Mabompré","Oui","Houffalize","Luxembourg"
6666,"Wibrin","Oui","Houffalize","Luxembourg"
3530,"Helchteren","Oui","Houthalen-Helchteren","Limbourg"
3530,"Houthalen","Oui","Houthalen-Helchteren","Limbourg"
8650,"Houthulst","Non","Houthulst","Flandre Occidentale"
8650,"Klerken","Oui","Houthulst","Flandre Occidentale"
8650,"Merkem","Oui","Houthulst","Flandre Occidentale"
5560,"Houyet","Non","Houyet","Namur"
5560,"Ciergnon","Oui","Houyet","Namur"
5560,"Finnevaux","Oui","Houyet","Namur"
5560,"Hulsonniaux","Oui","Houyet","Namur"
5560,"Mesnil-Eglise","Oui","Houyet","Namur"
5560,"Mesnil-Saint-Blaise","Oui","Houyet","Namur"
5561,"Celles","Oui","Houyet","Namur"
5562,"Custinne","Oui","Houyet","Namur"
5563,"Hour","Oui","Houyet","Namur"
5564,"Wanlin","Oui","Houyet","Namur"
2540,"Hove","Non","Hove","Anvers"
3040,"Huldenberg","Non","Huldenberg","Brabant Flamand"
3040,"Loonbeek","Oui","Huldenberg","Brabant Flamand"
3040,"Neerijse","Oui","Huldenberg","Brabant Flamand"
3040,"Ottenburg","Oui","Huldenberg","Brabant Flamand"
3040,"Sint-Agatha-Rode","Oui","Huldenberg","Brabant Flamand"
2235,"Hulshout","Non","Hulshout","Anvers"
2235,"Houtvenne","Oui","Hulshout","Anvers"
2235,"Westmeerbeek","Oui","Hulshout","Anvers"
4500,"Huy","Non","Huy","Liege"
4500,"Ben-Ahin","Oui","Huy","Liege"
4500,"Tihange","Oui","Huy","Liege"
8480,"Ichtegem","Non","Ichtegem","Flandre Occidentale"
8480,"Bekegem","Oui","Ichtegem","Flandre Occidentale"
8480,"Eernegem","Oui","Ichtegem","Flandre Occidentale"
8900,"Ieper","Non","Ieper","Flandre Occidentale"
8900,"Brielen","Oui","Ieper","Flandre Occidentale"
8900,"Dikkebus","Oui","Ieper","Flandre Occidentale"
8900,"Sint-Jan","Oui","Ieper","Flandre Occidentale"
8902,"Hollebeke","Oui","Ieper","Flandre Occidentale"
8902,"Voormezele","Oui","Ieper","Flandre Occidentale"
8902,"Zillebeke","Oui","Ieper","Flandre Occidentale"
8904,"Boezinge","Oui","Ieper","Flandre Occidentale"
8904,"Zuidschote","Oui","Ieper","Flandre Occidentale"
8906,"Elverdinge","Oui","Ieper","Flandre Occidentale"
8908,"Vlamertinge","Oui","Ieper","Flandre Occidentale"
1315,"Incourt","Non","Incourt","Brabant Wallon"
1315,"Glimes","Oui","Incourt","Brabant Wallon"
1315,"Opprebais","Oui","Incourt","Brabant Wallon"
1315,"Piétrebais","Oui","Incourt","Brabant Wallon"
1315,"Roux-Miroir","Oui","Incourt","Brabant Wallon"
8770,"Ingelmunster","Non","Ingelmunster","Flandre Occidentale"
1041,"International Press Center",,"International Press Center",
1460,"Ittre","Non","Ittre","Brabant Wallon"
1460,"Virginal-Samme","Oui","Ittre","Brabant Wallon"
1461,"Haut-Ittre","Oui","Ittre","Brabant Wallon"
1050,"Ixelles","Non","Ixelles","Bruxelles"
8870,"Izegem","Non","Izegem","Flandre Occidentale"
8870,"Emelgem","Oui","Izegem","Flandre Occidentale"
8870,"Kachtem","Oui","Izegem","Flandre Occidentale"
8490,"Jabbeke","Non","Jabbeke","Flandre Occidentale"
8490,"Snellegem","Oui","Jabbeke","Flandre Occidentale"
8490,"Stalhille","Oui","Jabbeke","Flandre Occidentale"
8490,"Varsenare","Oui","Jabbeke","Flandre Occidentale"
8490,"Zerkegem","Oui","Jabbeke","Flandre Occidentale"
4845,"Jalhay","Non","Jalhay","Liege"
4845,"Sart-lez-Spa","Oui","Jalhay","Liege"
5589,"Jemelle",,"Jemelle",
5190,"Jemeppe-sur-Sambre","Non","Jemeppe-Sur-Sambre","Namur"
5190,"Balâtre","Oui","Jemeppe-Sur-Sambre","Namur"
5190,"Ham-sur-Sambre","Oui","Jemeppe-Sur-Sambre","Namur"
5190,"Mornimont","Oui","Jemeppe-Sur-Sambre","Namur"
5190,"Moustier-sur-Sambre","Oui","Jemeppe-Sur-Sambre","Namur"
5190,"Onoz","Oui","Jemeppe-Sur-Sambre","Namur"
5190,"Saint-Martin","Oui","Jemeppe-Sur-Sambre","Namur"
5190,"Spy","Oui","Jemeppe-Sur-Sambre","Namur"
1090,"Jette","Non","Jette","Bruxelles"
1370,"Jodoigne","Non","Jodoigne","Brabant Wallon"
1370,"Dongelberg","Oui","Jodoigne","Brabant Wallon"
1370,"Jauchelette","Oui","Jodoigne","Brabant Wallon"
1370,"Jodoigne-Souveraine","Oui","Jodoigne","Brabant Wallon"
1370,"Lathuy","Oui","Jodoigne","Brabant Wallon"
1370,"Mélin","Oui","Jodoigne","Brabant Wallon"
1370,"Piétrain","Oui","Jodoigne","Brabant Wallon"
1370,"Saint-Jean-Geest","Oui","Jodoigne","Brabant Wallon"
1370,"Saint-Remy-Geest","Oui","Jodoigne","Brabant Wallon"
1370,"Zétrud-Lumay","Oui","Jodoigne","Brabant Wallon"
4450,"Juprelle","Non","Juprelle","Liege"
4450,"Lantin","Oui","Juprelle","Liege"
4450,"Slins","Oui","Juprelle","Liege"
4451,"Voroux-lez-Liers","Oui","Juprelle","Liege"
4452,"Paifve","Oui","Juprelle","Liege"
4452,"Wihogne","Oui","Juprelle","Liege"
4453,"Villers-Saint-Siméon","Oui","Juprelle","Liege"
4458,"Fexhe-Slins","Oui","Juprelle","Liege"
7050,"Jurbise","Non","Jurbise","Hainaut"
7050,"Erbaut","Oui","Jurbise","Hainaut"
7050,"Erbisoeul","Oui","Jurbise","Hainaut"
7050,"Herchies","Oui","Jurbise","Hainaut"
7050,"Masnuy-Saint-Jean","Oui","Jurbise","Hainaut"
7050,"Masnuy-Saint-Pierre","Oui","Jurbise","Hainaut"
2920,"Kalmthout","Non","Kalmthout","Anvers"
1910,"Kampenhout","Non","Kampenhout","Brabant Flamand"
1910,"Berg","Oui","Kampenhout","Brabant Flamand"
1910,"Buken","Oui","Kampenhout","Brabant Flamand"
1910,"Nederokkerzeel","Oui","Kampenhout","Brabant Flamand"
1880,"Kapelle-op-den-Bos","Non","Kapelle-Op-Den-Bos","Brabant Flamand"
1880,"Nieuwenrode","Oui","Kapelle-Op-Den-Bos","Brabant Flamand"
1880,"Ramsdonk","Oui","Kapelle-Op-Den-Bos","Brabant Flamand"
2950,"Kapellen","Non","Kapellen","Anvers"
9970,"Kaprijke","Non","Kaprijke","Flandre Orientale"
9971,"Lembeke","Oui","Kaprijke","Flandre Orientale"
2460,"Kasterlee","Non","Kasterlee","Anvers"
2460,"Lichtaart","Oui","Kasterlee","Anvers"
2460,"Tielen","Oui","Kasterlee","Anvers"
3140,"Keerbergen","Non","Keerbergen","Brabant Flamand"
3640,"Kinrooi","Non","Kinrooi","Limbourg"
3640,"Kessenich","Oui","Kinrooi","Limbourg"
3640,"Molenbeersel","Oui","Kinrooi","Limbourg"
3640,"Ophoven","Oui","Kinrooi","Limbourg"
9690,"Berchem","Oui","Kluisbergen","Flandre Orientale"
9690,"Kwaremont","Oui","Kluisbergen","Flandre Orientale"
9690,"Ruien","Oui","Kluisbergen","Flandre Orientale"
9690,"Zulzeke","Oui","Kluisbergen","Flandre Orientale"
8300,"Knokke","Oui","Knokke-Heist","Flandre Occidentale"
8300,"Westkapelle","Oui","Knokke-Heist","Flandre Occidentale"
8301,"Heist-aan-Zee","Oui","Knokke-Heist","Flandre Occidentale"
8301,"Ramskapelle","Oui","Knokke-Heist","Flandre Occidentale"
8680,"Koekelare","Non","Koekelare","Flandre Occidentale"
8680,"Bovekerke","Oui","Koekelare","Flandre Occidentale"
8680,"Zande","Oui","Koekelare","Flandre Occidentale"
1081,"Koekelberg","Non","Koekelberg","Bruxelles"
8670,"Koksijde","Non","Koksijde","Flandre Occidentale"
8670,"Oostduinkerke","Oui","Koksijde","Flandre Occidentale"
8670,"Wulpen","Oui","Koksijde","Flandre Occidentale"
2550,"Kontich","Non","Kontich","Anvers"
2550,"Waarloos","Oui","Kontich","Anvers"
8610,"Kortemark","Non","Kortemark","Flandre Occidentale"
8610,"Handzame","Oui","Kortemark","Flandre Occidentale"
8610,"Werken","Oui","Kortemark","Flandre Occidentale"
8610,"Zarren","Oui","Kortemark","Flandre Occidentale"
3470,"Kortenaken","Non","Kortenaken","Brabant Flamand"
3470,"Ransberg","Oui","Kortenaken","Brabant Flamand"
3470,"Sint-Margriete-Houtem","Oui","Kortenaken","Brabant Flamand"
3471,"Hoeleden","Oui","Kortenaken","Brabant Flamand"
3472,"Kersbeek-Miskom","Oui","Kortenaken","Brabant Flamand"
3473,"Waanrode","Oui","Kortenaken","Brabant Flamand"
3070,"Kortenberg","Non","Kortenberg","Brabant Flamand"
3071,"Erps-Kwerps","Oui","Kortenberg","Brabant Flamand"
3078,"Everberg","Oui","Kortenberg","Brabant Flamand"
3078,"Meerbeek","Oui","Kortenberg","Brabant Flamand"
3720,"Kortessem","Non","Kortessem","Limbourg"
3721,"Vliermaalroot","Oui","Kortessem","Limbourg"
3722,"Wintershoven","Oui","Kortessem","Limbourg"
3723,"Guigoven","Oui","Kortessem","Limbourg"
3724,"Vliermaal","Oui","Kortessem","Limbourg"
8500,"Kortrijk","Non","Kortrijk","Flandre Occidentale"
8501,"Bissegem","Oui","Kortrijk","Flandre Occidentale"
8501,"Heule","Oui","Kortrijk","Flandre Occidentale"
8510,"Bellegem","Oui","Kortrijk","Flandre Occidentale"
8510,"Kooigem","Oui","Kortrijk","Flandre Occidentale"
8510,"Marke","Oui","Kortrijk","Flandre Occidentale"
8510,"Rollegem","Oui","Kortrijk","Flandre Occidentale"
8511,"Aalbeke","Oui","Kortrijk","Flandre Occidentale"
1950,"Kraainem","Non","Kraainem","Brabant Flamand"
9150,"Kruibeke","Non","Kruibeke","Flandre Orientale"
9150,"Bazel","Oui","Kruibeke","Flandre Orientale"
9150,"Rupelmonde","Oui","Kruibeke","Flandre Orientale"
9750,"Huise","Oui","Kruisem","Flandre Orientale"
9750,"Ouwegem","Oui","Kruisem","Flandre Orientale"
9750,"Zingem","Oui","Kruisem","Flandre Orientale"
9770,"Kruishoutem","Oui","Kruisem","Flandre Orientale"
9771,"Nokere","Oui","Kruisem","Flandre Orientale"
9772,"Wannegem-Lede","Oui","Kruisem","Flandre Orientale"
8520,"Kuurne","Non","Kuurne","Flandre Occidentale"
5080,"Emines","Oui","La Bruyère","Namur"
5080,"Rhisnes","Oui","La Bruyère","Namur"
5080,"Villers-lez-Heest","Oui","La Bruyère","Namur"
5080,"Warisoulx","Oui","La Bruyère","Namur"
